step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
185,8.411294,yeah,yeah,1.119,1401.322,1338.597,186.0,0.0,-139.01319999999998
186,8.453563,yeah,yeah,1.135,1366.932,1348.603,189.0,0.0,-135.55820000000003
187,8.492982,yeah,yeah,1.111,1398.774,1363.509,192.0,0.0,-138.7664
188,8.530779,yeah,yeah,1.141,1375.473,1364.732,194.0,0.0,-136.40630000000002
189,8.563185,yeah,yeah,1.127,1387.859,1368.939,196.0,0.0,-137.6589
190,8.626335,yeah,yeah,1.135,1422.934,1377.802,198.0,0.0,-141.1584
191,8.653813,yeah,yeah,1.107,1437.512,1385.265,199.0,0.0,-142.6442
192,8.685469,yeah,yeah,1.104,1416.115,1389.122,200.0,0.0,-140.5075
193,8.715799,yeah,yeah,1.121,1431.065,1394.365,201.0,0.0,-141.9855
194,8.759743,yeah,yeah,1.11,1458.657,1413.98,204.0,0.0,-144.7557
195,8.804201,yeah,yeah,1.11,1478.357,1427.201,206.0,0.0,-146.7257
196,8.82827,yeah,yeah,1.113,1444.874,1435.009,208.0,0.0,-143.3744
197,8.854536,yeah,yeah,1.128,1440.886,1438.481,210.0,0.0,-142.96060000000003
198,8.882669,yeah,yeah,1.126,1469.021,1442.299,211.0,0.0,-145.77609999999999
199,8.92796,yeah,yeah,1.12,1514.14,1451.279,212.0,0.0,-150.294
200,8.954215,yeah,yeah,1.101,1467.243,1468.22,214.0,0.0,-145.6233
201,9.014064,yeah,yeah,1.137,1526.986,1475.566,215.0,0.0,-151.56160000000003
202,9.067896,yeah,yeah,1.127,1533.673,1489.801,218.0,0.0,-152.2403
203,9.112097,yeah,yeah,1.118,1578.187,1500.849,219.0,0.0,-156.7007
204,9.145724,yeah,yeah,1.127,1560.001,1516.827,221.0,0.0,-154.8731
205,9.182751,yeah,yeah,1.108,1580.913,1537.541,224.0,0.0,-156.9833
206,9.254334,yeah,yeah,1.106,1651.146,1551.742,225.0,0.0,-164.0086
